title,company,location,description,salary_min,salary_max,created,category
Sr. Data Analyst,venanalytics,"Mumbai, Maharashtra","About Ven Analytics At Ven Analytics, we don’t just crunch numbers — we decode them to uncover insights that drive real business impact. We’re a data-driven analytics company that partners with high-growth startups and enterprises to build powerful data products, business intelligence systems, and scalable reporting solutions. With a focus on innovation, collaboration, and continuous learning, we empower our teams to solve real-world business problems using the power of data. Role Overview We’r…",700000.0,1000000.0,2025-11-25T04:49:50Z,IT Jobs
Principal Data Analyst,Udacity,India,"About Us Udacity is now an Accenture company, and exciting things are happening!  We are on a mission of forging futures in tech through radical talent transformation in digital technologies. We offer a unique and immersive online learning platform, powering corporate technical training in fields such as Artificial Intelligence, Machine Learning, Data Science, Autonomous Systems, Cloud Computing and more. Our rapidly growing global organization is revolutionizing how the enterprise market bridg…",,,2025-11-22T22:49:45Z,HR & Recruitment Jobs
Data Analyst Executive,ACE Money Transfer,India,"About Us: We are a dynamic and fast-growing financial technology group headquartered in Manchester, United Kingdom, with an established presence across the UK, Europe, Canada, Australia, Pakistan, and Bangladesh. Our group, encompassing ACE Money Transfer and ACE Union, operates across two regulated verticals: Electronic Money Services (EMI) and Cross-Border Remittances. Through our digital platforms, including mobile apps, web portals, and APIs, we deliver a comprehensive range of regulated fi…",,,2025-10-08T14:59:29Z,IT Jobs
Master Data Analyst,bp,"Pune, Maharashtra","As bp transitions to an integrated energy company, we must adapt to a changing world and maintain competitive performance. bp’s customers & products (C&P) business area is setting up a business and technology centre (BTC) in Pune, India. This will support the delivery of enhanced customer experience and drive innovation by building global capabilities, scale, leveraging technology, and developing deep expertise. The BTC will be a core and connected part of our business, bringing together collea…",,,2025-12-05T09:11:34Z,Manufacturing Jobs
"Data Analyst, Risk",Google,"Hyderabad, Telangana","Minimum qualifications: Bachelor's degree or equivalent practical experience. 4 years of experience in data analytics, trust and safety, policy, cybersecurity, or related fields. Preferred qualifications: 4 years of experience in data analytics, access and authentication management, cybersecurity, technology research, anti-abuse, or related fields. Experience in SQL, building dashboards, data collection and transformation, statistical modeling, visualization and dashboards, or a scripting or pr…",,,2025-12-10T11:16:13Z,IT Jobs
Sr. Data Analyst,Multi Recruit,"Bangalore, Karnataka","We are looking for a Senior Data Analyst who will support our product, sales, leadership, and marketing teams with data collection and organization of data in order to draw conclusions, make predictions, and drive informed decision making. The ideal candidate is adept at using large data sets to find opportunities for product and marketing optimization and using data models to test the effectiveness of different courses of action. Not just that, you also understand how to clean and organize dat…",2500000.0,3000000.0,2022-01-30T04:34:32Z,IT Jobs
Senior Data Analyst,Precision Medicine Group,India,"Position Summary: The Senior Data Analyst – Market Research will support multiple market research projects in the Evidence Solutions Team. The job responsibilities include understanding the ever-changing and complex healthcare market and helping clients solve issues including distribution, launch pricing and contracting, access improvement, formulary inclusion and product value positioning. The analyst must be forward-thinking, have deep collaboration skills, enjoys a challenge and thrive in th…",,,2025-11-10T16:19:13Z,Consultancy Jobs
Financial Data Analyst,Better,India,"Better is reimagining home finance and making it faster, cheaper, and easier for everyone to become a homeowner. We leverage creative technology and innovation to make the home buying journey more approachable and understandable and home finance more affordable and accessible. Here are some interesting facts to help you get to know Better: - We’ve funded over $100 billion in loans for our customers, more than any other fintech - Yahoo! Finance - Best Mortgage Lender for First Time Homebuyers of…",,,2025-11-28T22:45:55Z,IT Jobs
Data Analyst - Lead,FedEx,India,"What can you expect as a FedEx team member? Career Mobility and Development : When you join FedEx, you’re joining a team with possibilities that literally span the world—from opportunities for advancement and location transfer, to training and leadership programs. Total Compensation and Benefits Package : We want to keep our employees for a long time, so we offer competitive benefits, opportunities for flexible work arrangements, and programs to support well-being. Equal Opportunities Our great…",,,2025-12-24T00:10:46Z,Sales Jobs
Data Analyst - 1,Jar,"Bangalore, Karnataka","About Us Jar is India’s leading Daily Saving app that helps people build strong saving habits—one small step at a time. Our goal is to make saving simple, rewarding, and truly life-changing. Founded in 2021 by Misbah Ashraf and Nishchay AG, Jar is a Bengaluru-based startup with one simple belief: saving a little every day in 24K Digital Gold can truly transform your future. Today, 20 million Indians trust Jar as their saving partner. With flexible saving options—Daily, Weekly, Monthly, and Inst…",,,2025-09-12T23:25:59Z,IT Jobs
Legal Data Analyst,Zelis,India,"About Us Zelis is modernizing the healthcare financial experience in the United States (U.S.) across payers, providers, and healthcare consumers. We serve more than 750 payers, including the top five national health plans, regional health plans, TPAs and millions of healthcare providers and consumers across our platform of solutions. Zelis sees across the system to identify, optimize, and solve problems holistically with technology built by healthcare experts – driving real, measurable results …",,,2025-11-02T15:21:46Z,Legal Jobs
Senior Data Analyst,Wood Mackenzie,India,"Wood Mackenzie is the global data and analytics business for the renewables, energy, and natural resources industries. Enhanced by technology. Enriched by human intelligence. In an ever-changing world, companies and governments need reliable and actionable insight to lead the transition to a sustainable future. That’s why we cover the entire supply chain with unparalleled breadth and depth, backed by over 50 years’ experience. Our team of over 2,400 experts, operating across 30 global locations…",,,2025-12-02T23:01:27Z,IT Jobs
Legal Data Analyst,Zelis,"Hyderabad, Telangana","About Us Zelis is modernizing the healthcare financial experience in the United States (U.S.) across payers, providers, and healthcare consumers. We serve more than 750 payers, including the top five national health plans, regional health plans, TPAs and millions of healthcare providers and consumers across our platform of solutions. Zelis sees across the system to identify, optimize, and solve problems holistically with technology built by healthcare experts – driving real, measurable results …",,,2025-12-17T20:01:17Z,Legal Jobs
Senior Data Analyst,Abbott,"Mumbai, Maharashtra","1. Job Purpose: The Analyst, Global Data Science & Analytics will work with a team of data scientists and data engineers to deliver data science solutions. The Analyst will support various analytics projects for internal and external stakeholders, for example providing real-time intelligence on market share, performing analytics to guide clinical trial design, and identifying patients who may be eligible for therapies. These projects use machine learning, artificial intelligence, statistical mo…",,,2025-10-30T11:08:11Z,"Energy, Oil & Gas Jobs"
Sr Data Analyst,Gartner,India,"Global Sales Strategy & Operations (GSSO) is the team that helps shape Gartner's mission-critical sales priorities and works with sales leaders to drive tactical and analytical insights. As an associate on the GSSO team, you'll be at the forefront of the ongoing transformation of Gartner's sales force, which delivers approximately $4.9B in annual revenue and working to drive sustained double-digit growth. You will partner with business leaders across Gartner to support a global sales force comp…",,,2025-12-13T00:33:43Z,IT Jobs
Senior Data Analyst,Abbott,India,"JOB DESCRIPTION: 1. Job Purpose: The Analyst, Global Data Science & Analytics will work with a team of data scientists and data engineers to deliver data science solutions. The Analyst will support various analytics projects for internal and external stakeholders, for example providing real-time intelligence on market share, performing analytics to guide clinical trial design, and identifying patients who may be eligible for therapies. These projects use machine learning, artificial intelligenc…",,,2025-10-29T15:12:10Z,"Energy, Oil & Gas Jobs"
Marketing Data Analyst,Appfire Technologies.,India,"At Appfire, we believe that great work happens when people get to choose how they work. After 20 years of creating software that empowers teams to break silos and collaborate seamlessly, we've learned that one size does not fit all. That’s why at Appfire, you choose. Choose to work where you thrive: Whether from home, in one of our offices, or while exploring the world, you decide where you’re most productive. From hardware and software to access to two decades of collective wisdom on working e…",,,2025-11-20T22:32:02Z,"PR, Advertising & Marketing Jobs"
Data Analyst I,Fluor,"Gurgaon, Haryana","At Fluor, we are proud to design and build projects and careers. We are committed to fostering a welcoming and collaborative work environment that encourages big-picture thinking, brings out the best in our employees, and helps us develop innovative solutions that contribute to building a better world together. If this sounds like a culture you would like to work in, you're invited to apply for this role. Job Description This position is responsible for the coordination with the Business Analys…",,,2025-10-02T10:58:11Z,IT Jobs
Data Analyst Lead,Technogen India PvtLtd,"Hyderabad, Telangana","Daily and monthly responsibilities Review and coordinate with business application teams on data delivery requirements. Develop estimation and proposed delivery schedules in coordination with development team. Develop sourcing and data delivery designs. Review data model, metadata and delivery criteria for solution. Review and coordinate with team on test criteria and performance of testing. Contribute to the design, development and completion of project deliverables. Complete in-depth data ana…",2400000.0,2700000.0,2024-02-07T15:55:11Z,IT Jobs
Senior Data Analyst,Ipsos,"Bangalore, Karnataka","Description Analytics Analyst Location: Bangalore Division: Ipsos Healthcare Ipsos is one of the world's largest research companies and currently the only one primarily managed by researchers, ranking as a 1 full-service research organization for four consecutive years. With over 75 different data-driven solutions, and presence in 90 markets, Ipsos brings together research, implementation, methodological, and subject-matter experts from around the world, combining thematic and technical experts…",,,2024-07-31T03:12:46Z,IT Jobs
Bussiness / Data Analyst,Qrata,"Bangalore, Karnataka",We are a mission-oriented high-growth fintech startup building payment & lending products to simplify education payments. Our suite of products makes education payments convenient & affordable for parents while simplifying & streamlining fee collections for educational institutes. We aim to be a category-defining company with a mission to be a trusted partner to parents in fulfilling their aspirations for their kids’ education. You can learn more about our mission in this video. We are backed b…,1500000.0,1800000.0,2024-01-07T15:07:48Z,IT Jobs
Senior Data Analyst,Impact Guru,"Mumbai, Maharashtra","Job Responsibilities: Excellent problem solving and analytical skills - ability to develop hypotheses, understand and interpret data within the context of the product / business - solve problems and distill data into actionable recommendations.  Strong communication skills with the ability to confidently work with cross- functional teams across the globe and to present information to all levels of the organization.  Intellectual and analytical curiosity - initiative to dig into the why, what …",500000.0,900000.0,2023-07-06T14:16:47Z,IT Jobs
Lead Data Analyst,wrackle,"Bangalore, Karnataka","Role and Responsibilities Own the product analytics of bidgely’s end user-facing products, measure and identify areas of improvement through data Liaise with Product Managers and Business Leaders to understand the product issues, priorities and hence support them through relevant product analytics Own the automation of product analytics through good SQL knowledge Develop early warning metrics for production and highlight issues and breakdowns for resolution Resolve client escalations and concer…",2000000.0,4000000.0,2022-05-16T05:27:57Z,IT Jobs
Mis Data Analyst,Randstad India,"Raipur, Chhattisgarh","Make Business Trend Analysis based on past trends & current market conditions Working on Effective Budgeting of the Company Scheduling – Operational process improvisation. To Provide Business data Analysis & Intelligence support including to the Management. Identify Gaps, identify the problems, Analyse root cause and then suggest solutions which should increase the efficiency of the business process. Monthly Business transfer report. Ensure proper maintenance of historic data which can be made …",0.0,1400000.0,2021-09-18T05:50:10Z,IT Jobs
Procurement Data analyst,Collabera,India,"Description Experienced Procurement Analyst to join our dynamic team. As a Procurement Analyst in the Sourcing & Procurement Department, will be responsible for savings tracking, scorecards / dashboards of supplier performance, sourcing scenario analytics, helping to build out negotiation strategies and tactics using insights gleaned from data, managing spend across categories, tracking spend over time, root cause analysis for spend variances and compliance monitoring. This is a new position in…",,,2024-07-31T03:12:56Z,Retail Jobs
Sr. Data Analyst,Saama Technologies,"Pune, Maharashtra","Description Requirements: Overall experience of 10 years with minimum 6 years data analysis experience MBA Finance or Similar background profile Ability to lead projects and work independently Must have the ability to write complex SQL, doing cohort analysis, comparative analysis etc . Experience working directly with business users to build reports, dashboards and solving business questions with data Experience with doing analysis using Python and Spark is a plus Experience with MicroStrategy …",100000.0,1200000.0,2019-06-05T21:12:11Z,IT Jobs
Data Analyst and Operations,Orbital,"Hyderabad, Telangana","0 to 3 years of experience (or equivalent understanding of data analysis & operations) Strong critical thinking mindset and willingness to do whatever it takes to complete the job Strong communication skills in English Familiarity with Microsoft Excel, Google Spreadsheets or equivalent tool (VLOOKUPS, formulas, macros) Willingness and interest in learning new tech/processes (Python, Jupyter, Airflow, etc.) This role represents 3 vacancies. Willingness and commitment to learn is most important. …",300000.0,1000000.0,2023-10-27T14:50:38Z,IT Jobs
Site Data Analyst,Apraava,"Hamirpur, Himachal Pradesh","Description Overall responsibility for AMI business in the state including implementation, O&M and Revenue/ Cash. To manage relationship with key stakeholders of DISCOM directly impacting Smart Meter rollout in State. Discussions with DISCOM for review and approval of design documents and Project Implementation Plan. Providing support to DISCOM on AMI Application processes. Preparation of AMI Applications for functionality testing Closure of punch points for timely completion of Go Live Availab…",,,2025-09-19T23:30:04Z,Accounting & Finance Jobs
Senior Data Analyst,Wissen Technology,"Mumbai, Maharashtra"," DATA SOURCING & ANALYSIS EXPERT (L3 Support) – Mumbai  Are you ready to supercharge your Data Engineering career in the financial domain? We’re seeking a seasoned professional (5–7 years experience) to join our Mumbai team and lead in data sourcing, modelling, and analysis . If you’re passionate about solving complex challenges in Relational & Big Data ecosystems, this role is for you. What You’ll Be Doing Translate business needs into robust data models , program specs, and solutions Perform …",,,2025-09-27T09:15:35Z,IT Jobs
Senior Data Analyst,Franklin Templeton,"Hyderabad, Telangana","Lexington Partners’ Data & AI team powers the firm’s analytics and business intelligence capabilities. Working closely with business units, the team delivers insights that drive strategic decisions and operational improvements. Team members thrive in a collaborative, fast-paced environment that values innovation and continuous learning. Joining this team offers exposure to cutting-edge tools and the opportunity to shape data-driven strategies across a global investment firm. How You Will Add Va…",,,2025-11-04T15:46:48Z,IT Jobs
Executive Data Analyst,Collabera,India,Description Job Responsibilities I 9 Executions of all Collabera consultants Verifying I9 supporting documents prior to executing it E-Verify: Audit I9s and file I9/everify to be compliant with DHS/USCIS Assisting immigration team Verify I-9 form and support docs for all Collabera hires very precisely Learn new I-9 processes and e-verify processes through USCIS webinars and educate internal teams with new updates. Communicate I-9 and e-verify issues with manager and resolve them using USCIS res…,,,2024-07-31T03:01:14Z,IT Jobs
Lead Data Analyst,Genesis,"Uttar Pradesh, India","Description Be part of the solution at Technip Energies and embark on a one-of-a-kind journey. You will be helping to develop cutting-edge solutions to solve real-world energy problems. We are currently seeking a [Job Requisition Name] , reporting directly to [reporting line position] to join our [sub job family] team based in [Location, country, city] . About us: Technip Energies is a global technology and engineering powerhouse. With leadership positions in LNG, hydrogen, ethylene, sustainabl…",,,2025-11-07T16:04:53Z,Engineering Jobs
Senior Data Analyst,Coupand,"Bangalore, Karnataka","Company Introduction We exist to wow our customers. We know we’re doing the right thing when we hear our customers say, ""How did we ever live without Coupang?"" Born out of an obsession to make shopping, eating, and living easier than ever, we’re collectively disrupting the multi-billion-dollar e-commerce industry from the ground up. We are one of the fastest-growing e-commerce companies that established an unparalleled reputation for being a dominant and reliable force in South Korean commerce.…",,,2025-11-12T16:08:05Z,IT Jobs
Data Analyst - BLR,Photon Group,India,"Description Location: Bangalore Experience: 6 - 9 Years The Skills that are Key to this Role Looking for Python developers who have worked extensively in Python for data analysis or automation. Should be strong in Python Programming, Basic AWS, Shell Scripting, Linux",,,2025-10-31T15:08:36Z,IT Jobs
Data Analyst - CHN,Photon Group,India,"Description Location: Chennai Experience: 6 - 9 Years The Purpose of This Role You will be responsible for conducting consultative analytics and creating executive level recommendations for business partners and line finance. You will also provide a broad range of ad hoc analytical support as needed. The analyses and insights delivered are critical components to drive business planning and ongoing decision making. The Value You Deliver Providing analyses and strategic recommendations to team, m…",,,2025-11-20T22:22:44Z,Consultancy Jobs
Sr. Data Analyst,EarnIn,"Bangalore, Karnataka","About EarnIn As one of the first pioneers of earned wage access, our passion at EarnIn is building products that deliver real-time financial flexibility for those with the unique needs of living paycheck to paycheck. Our community members access their earnings as they earn them, with options to spend, save, and grow their money without mandatory fees, interest rates, or credit checks. We’re fortunate to have an incredibly experienced leadership team, combined with world-class funding partners l…",,,2025-11-21T22:59:51Z,IT Jobs
Data Analyst Recruitment,DEVIKA STAFFING SOLUTION,India,Database analysts design develop and administer data management solutions Data administrators develop and implement data administration policy standards and models They are employed in information technology consulting firms and in information technology units throughout the private and public sectors Responsibilities Collect and document user requirements Design and develop database architecture for information systems projects Design construct modify integrate implement and test data models a…,,,2025-11-22T01:27:13Z,IT Jobs
Data Analyst 2,Comcast,"Chennai, Tamil Nadu","Comcast brings together the best in media and technology. We drive innovation to create the world's best entertainment and online experiences. As a Fortune 50 leader, we set the pace in a variety of innovative and fascinating businesses and create career opportunities across a wide range of locations and disciplines. We are at the forefront of change and move at an amazing pace, thanks to our remarkable people, who bring cutting-edge products and services to life for millions of customers every…",,,2025-11-28T08:32:58Z,Consultancy Jobs
Data Analyst Recruitment,DEVIKA STAFFING SOLUTION,India,This is your chance to let prospective analysts know what you have to offer new hires and set your posting apart from the rest by catering your recruiting pitch to the ideal candidate Responsibilities Develops and manages information to support corporate decision making Manages and improves existing reporting systems Performs complex analyses Conducts and facilitates and educates and trains on analyses issues identification organizational risk assessment and decisionmaking processes Provides co…,,,2025-12-06T02:17:13Z,IT Jobs
Insights Data Analyst,Asapp,"Bangalore, Karnataka","At ASAPP, our mission is simple: deliver the best AI-powered customer experience—faster than anyone else. To achieve that, we’re guided by principles that shape how we think, build, and execute. We value customer obsession, purposeful speed, ownership, and a relentless focus on outcomes. We work in tight, skilled teams, prioritize clarity over complexity, and continuously evolve through curiosity, data, and craftsmanship. We’re seeking technologists and problem solvers who thrive in fast-paced …",,,2025-11-27T22:35:20Z,IT Jobs
Financial Data Analyst,Stripe,"Bangalore, Karnataka","Who we are About Stripe Stripe is a financial infrastructure platform for businesses. Millions of companies—from the world’s largest enterprises to the most ambitious startups—use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone’s reach while doing the most important …",,,2025-12-03T22:57:57Z,Accounting & Finance Jobs
Data Analyst Intern,Constrotech Associates,"Pune, Maharashtra",Role Overview As a detailoriented and analytical professional at ConstroTech Associate LLP you will be responsible for supporting data management and reporting processes Your foundational understanding of business intelligence tools and basic programming skills will enable you to create dashboards analyze data and provide support for decisionmaking across various projects Working closely with crossfunctional teams you will ensure accurate data visualization effective reporting and actionable in…,,,2025-12-09T03:01:08Z,IT Jobs
Data Analyst L4,Wipro,"Bangalore, Karnataka","Job description: Job Description Role Purpose The purpose of this role is to interpret data and turn into information (reports, dashboards, interactive visualizations etc) which can offer ways to improve a business, thus affecting business decisions. ͏ Do 1. Managing the technical scope of the project in line with the requirements at all stages a. Gather information from various sources (data warehouses, database, data integration and modelling) and interpret patterns and trends b. Develop reco…",,,2025-12-09T11:21:10Z,IT Jobs
Sr. Data Analyst,EarnIn,"Bangalore, Karnataka","About EarnIn As one of the first pioneers of earned wage access, our passion at EarnIn is building products that deliver real-time financial flexibility for those with the unique needs of living paycheck to paycheck. Our community members access their earnings as they earn them, with options to spend, save, and grow their money without mandatory fees, interest rates, or credit checks. We’re fortunate to have an incredibly experienced leadership team, combined with world-class funding partners l…",,,2025-12-14T00:19:10Z,IT Jobs
Staff Data Analyst,EarnIn,"Bangalore, Karnataka","About EarnIn As one of the first pioneers of earned wage access, our passion at EarnIn is building products that deliver real-time financial flexibility for those with the unique needs of living paycheck to paycheck. Our community members access their earnings as they earn them, with options to spend, save, and grow their money without mandatory fees, interest rates, or credit checks. We’re fortunate to have an incredibly experienced leadership team, combined with world-class funding partners l…",,,2025-10-04T14:42:05Z,IT Jobs
Financial Data Analyst,SimCorp,"Noida, Ghaziabad","Financial Analyst WHAT MAKES US, US Join some of the most innovative thinkers in FinTech as we lead the evolution of financial technology. If you are an innovative, curious, collaborative person who embraces challenges and wants to grow, learn and pursue outcomes with our prestigious financial clients, say Hello to SimCorp! At its foundation, SimCorp is guided by our values — caring, customer success-driven, collaborative, curious, and courageous. Our people-centered organization focuses on ski…",,,2025-11-01T15:20:19Z,IT Jobs
Data Analyst L4,Wipro,"Hyderabad, Telangana","Job description: Job Description Role Purpose The purpose of this role is to interpret data and turn into information (reports, dashboards, interactive visualizations etc) which can offer ways to improve a business, thus affecting business decisions. ͏ Do 1. Managing the technical scope of the project in line with the requirements at all stages a. Gather information from various sources (data warehouses, database, data integration and modelling) and interpret patterns and trends b. Develop reco…",,,2025-12-17T20:01:31Z,IT Jobs
Financial Data Analyst,Stripe,"Bangalore, Karnataka","Who we are About Stripe Stripe is a financial infrastructure platform for businesses. Millions of companies—from the world’s largest enterprises to the most ambitious startups—use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone’s reach while doing the most important …",,,2025-12-17T20:02:33Z,Accounting & Finance Jobs
Data Analyst Intern,Centre for Computational Technologies ,"Pune, Maharashtra","load_list_page(event)""> Job listing Job details Job Information Date Opened 12/11/2025 Industry IT Services Job Type Internship Work Experience 0-1 year City Pune City State/Province Maharashtra Country India Zip/Postal Code 411001 About Us CCTech 's mission is to transform human life by the democratization of technology. We are a well established digital transformation company building the applications in the areas of CAD, CFD, Artificial Intelligence, Machine Learning, 3D Webapps, Augmented R…",,,2025-12-17T20:01:25Z,IT Jobs
Senior Data Analyst,Morningstar,"Navi Mumbai, Maharashtra","The Group: Morningstar Indexes Team leverages its expertise in equity research, manager research, asset allocation, and portfolio construction to create innovative investment solutions. It uses Morningstar`s intellectual property to create indexes that empower investors’ success at every stage of the investment process - market monitoring, benchmarking, and asset allocation. The unit offers a broad suite of global equity, bond, commodity and asset allocation indexes. The Role : Morningstar Inde…",,,2025-12-17T20:01:37Z,IT Jobs
Data Analyst II,AtkinsRéalis,India,"Job Description Overview We are seeking a skilled Power BI Analyst to design and develop interactive dashboards and reports that deliver actionable insights. The role involves data modeling, DAX calculations, and integrating data from multiple sources to ensure accuracy and security. You will collaborate with stakeholders to translate business requirements into impactful visualizations, optimize performance, and support data-driven decision-making. Strong expertise in Power BI, SQL, and analyti…",,,2025-12-19T00:10:27Z,Engineering Jobs
Data Analyst Associate,Huron Consulting Group,"Bangalore, Karnataka","Huron helps its clients drive growth, enhance performance and sustain leadership in the markets they serve. We help healthcare organizations build innovation capabilities and accelerate key growth initiatives, enabling organizations to own the future, instead of being disrupted by it. Together, we empower clients to create sustainable growth, optimize internal processes and deliver better consumer outcomes. Health systems, hospitals and medical clinics are under immense pressure to improve clin…",,,2025-10-11T10:45:34Z,Consultancy Jobs
Data Analyst III,RELX INC,"Mumbai, Maharashtra","BASIC FUNCTIONS:  This position performs data management and analysis tasks within a specific functional area or data type.  Requires heavy communication with data sources/contacts. QUALIFICATIONS:  3 years' experience in data management area with an analytical competencies demonstrated.  Bachelor's Degree (Engineering/Computer Science preferred but not required); or equivalent experience required. TECHNICAL SKILLS:  Proficiency with development languages such as SQL, UNIX, Linux, XML, HPCC, Py…",,,2025-11-22T05:51:04Z,IT Jobs
Data Analyst III,RELX INC,"Chennai, Tamil Nadu","BASIC FUNCTIONS:  This position performs data management and analysis tasks within a specific functional area or data type.  Requires heavy communication with data sources/contacts. QUALIFICATIONS:  3 years' experience in data management area with an analytical competencies demonstrated.  Bachelor's Degree (Engineering/Computer Science preferred but not required); or equivalent experience required. TECHNICAL SKILLS:  Proficiency with development languages such as SQL, UNIX, Linux, XML, HPCC, Py…",,,2025-11-22T05:51:04Z,IT Jobs
collibra data analyst,The Techgalore,"Noida, Ghaziabad","Experience- minimum 5years Remote Contract job for 6 months. Qualifications: Strong understanding of data quality dimensions (accuracy, completeness, consistency, timeliness). Experience in data issue lifecycle management, from identification to resolution. Ability to analyze data inconsistencies, mismatches, and anomalies to determine their root causes. Familiarity with regulatory frameworks such as GDPR, CCPA, HIPAA for maintaining data quality standards. Ability to implement automated issue …",1200000.0,1320000.0,2025-11-11T16:14:19Z,IT Jobs
Climate Data Analyst,MSCI Inc.,"Goregaon East, Mumbai","The MSCI Climate Production Data team delivers high-quality, differentiated climate datasets that support the construction of key MSCI products, including ESG Ratings, Equity Indexes, and Risk Models. The ideal candidate will have strong familiarity with emerging sustainability and climate data trends, evolving accounting regulations, and leading global standards. Analyze company-level data points and metrics from consolidated financial statements, annual reports, CSR reports, and other disclos…",,,2025-12-20T07:29:23Z,Accounting & Finance Jobs
Senior Data Analyst,Virtusa,India,"Seeking an experienced Data Owner with strong SQL and database expertise to support data remediation initiatives, cloud migration activities, and enterprise data governance efforts. The ideal candidate will work closely with cross-functional stakeholders, analyze and resolve data issues, and contribute to improving the overall quality, accessibility, and reliability of data assets. This role requires strong problem-solving skills, stakeholder management capabilities, and a solid understanding o…",,,2025-11-26T22:41:57Z,IT Jobs
Data Analyst III,LexisNexis Risk Solutions,India,"BASIC FUNCTIONS: This position performs data management and analysis tasks within a specific functional area or data type. Requires heavy communication with data sources/contacts. QUALIFICATIONS: 3 years’ experience in data management area with an analytical competencies demonstrated. Bachelor’s Degree (Engineering/Computer Science preferred but not required); or equivalent experience required. TECHNICAL SKILLS: Proficiency with development languages such as SQL, UNIX, Linux, XML, HPCC, Python,…",,,2025-11-22T22:42:55Z,IT Jobs
Medical Data Analyst,Amgen,"Hyderabad, Telangana","Incumbent will support Global Medical Affairs by assisting in the development of data-driven insights that help guide scientific engagement, strategic planning, and patient-focused initiatives. As a key support member of the Medical Data and Analytics (MD&A) team, they will help translate structured and unstructured data into clear, actionable insights that enable informed decision-making and contribute to improving patient outcomes",,,2025-12-21T05:59:42Z,Healthcare & Nursing Jobs
ESG - Data Analyst,Straive,"Chennai, Tamil Nadu","Job Description Roles and Responsibilities Research, review, and analysis of company GHG emission disclosures (e.g. sustainability reports, annual reports, Integrated Reports) to evaluate companies & emission performance. Assist Management team with qualitative and quantitative analysis and research on carbon strategies of companies. Be able to lead client calls for project specific client questions / concerns related to GHG emission products Comprehensive Research on Environmental, Social Gove…",,,2025-11-24T04:17:58Z,Scientific & QA Jobs
Senior Data Analyst,TriNet,"Hyderabad, Telangana","Description TriNet is a leading provider of comprehensive human resources solutions for small to midsize businesses (SMBs). We enhance business productivity by enabling our clients to outsource their HR function to one strategic partner and allowing them to focus on operating and growing their core businesses. Our full-service HR solutions include features such as payroll processing, human capital consulting, employment law compliance and employee benefits, including health insurance, retiremen…",,,2025-07-19T02:32:13Z,Accounting & Finance Jobs
Senior Data Analyst,AtkinsRéalis,India,"Job Description Overview We are seeking a skilled Power BI Analyst to design and develop interactive dashboards and reports that deliver actionable insights. The role involves data modeling, DAX calculations, and integrating data from multiple sources to ensure accuracy and security. You will collaborate with stakeholders to translate business requirements into impactful visualizations, optimize performance, and support data-driven decision-making. Strong expertise in Power BI, SQL, and analyti…",,,2025-12-19T00:04:57Z,Engineering Jobs
Senior Data Analyst,OnePay,India,"About OnePay OnePay is an all-in-one financial platform driven by a simple mission: better money makes life better. Tens of millions of Americans today are unbanked or underbanked, meaning they don’t have enough money in savings to cover a minor emergency. They pay too much in fees, don’t have access to credit at affordable rates, and have little ability to grow their wealth. OnePay’s vision is to create a single app for consumers to save, spend, borrow, and grow their money, bringing our missi…",,,2025-11-27T22:42:55Z,IT Jobs
Compliance Data Analyst,Payoneer,"Bangalore, Karnataka","You will be responsible for managing chargebacks, fraud alerts, internal and external disputes, and supporting broader payment operations workflows. This role requires strong analytical skills, attention to detail, and cross-functional collaboration. Core Responsibilities Investigate and analyze dispute cases from internal and third-party systems. Manage and represent chargebacks and retrieval requests. Ensure precise and proper responses to disputes. Correspond with customers, banks, acquirers…",,,2025-12-13T00:37:46Z,IT Jobs
Data Analyst Associate,Huron Consulting Services,India,"Huron helps its clients drive growth, enhance performance and sustain leadership in the markets they serve. We help healthcare organizations build innovation capabilities and accelerate key growth initiatives, enabling organizations to own the future, instead of being disrupted by it. Together, we empower clients to create sustainable growth, optimize internal processes and deliver better consumer outcomes. Health systems, hospitals and medical clinics are under immense pressure to improve clin…",,,2025-10-10T15:00:12Z,IT Jobs
Senior Data Analyst,Valeo,India,"Valeo is a tech global company, designing breakthrough solutions to reinvent the mobility. We are an automotive supplier partner to automakers and new mobility actors worldwide. Our vision? Invent a greener and more secured mobility, thanks to solutions focusing on intuitive driving and reducing CO2 emissions. We are leader on our businesses, and recognized as one of the largest global innovative companies. Mission ● Responsible for leveraging data-driven insights to inform strategic decision-m…",,,2025-05-07T01:47:59Z,Engineering Jobs
Lead Data Analyst,S&P Global,India,"About the Role: Grade Level (for internal use): 08 The Team: The Private Equity Data Operations Team provides exceptional insights and analytics that empower clients in the private markets landscape. The purpose of this team is to generate unique market-leading data, ensuring accuracy, completeness, and timeliness. By leveraging innovative data collection and analytical techniques, we enhance transparency and deliver actionable insights that inform strategic decision-making. Our culture of inno…",,,2025-12-27T00:45:01Z,Accounting & Finance Jobs
