search_role,title,company,location,description,salary_min,salary_max,created,category
business analyst,Business Analyst,Merck,India,"Job Number: 4261 External Description: A career at Merck is an ongoing journey of discovery: our 52,000 people are shaping how the world lives, works and plays through next generation advancements in healthcare, life science and performance materials. For 350 years and across the world we have passionately pursued our curiosity to find novel and vibrant ways of enhancing the lives of others. SAP Position Title: Business Analyst SCOPE OF RESPONSIBILITY: Analyze the different business metrics and…",,,2024-11-21T17:15:12Z,Accounting & Finance Jobs
business analyst,Business Analyst,Black Duck Software,India,"Black Duck Software, Inc. helps organizations build secure, high-quality software, minimizing risks while maximizing speed and productivity. Black Duck, a recognized pioneer in application security, provides SAST, SCA, and DAST solutions that enable teams to quickly find and fix vulnerabilities and defects in proprietary code, open source components, and application behavior. With a combination of industry-leading tools, services, and expertise, only Black Duck helps organizations maximize secu…",,,2025-12-14T00:54:56Z,IT Jobs
business analyst,Business Analyst,,"Delhi, India","Job description Role Title : Technical Business Analyst Experience : 3 to 6 Years Role purpose Responsible for managing a program of work to drive changes to the Online Shop in the delivery of small, medium & large scale project assignments with in time and budget constraints. These projects are typically confined to a Business Unit or Segmen Key Responsibilities, Accountability Metrics, Decision Rights Manage the delivery of project objectives within prescribed time and budget, escalating unan…",,,2024-05-10T07:39:08Z,IT Jobs
business analyst,Business Analyst,EY,"Kolkata, West Bengal","At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all. The opportunity Business Analysts will apply analytical knowledge areas and in-depth analysis of the business to uncover its true problems, und…",,,2025-12-17T20:02:22Z,IT Jobs
business analyst,Business Analyst,UpSolve Solutions LLP,"Mumbai, Maharashtra","Company Description UpSolve is a Gen AI and Vision AI startup that helps businesses solve their problems by building custom solutions that drive strategic business decisions. Whether your business is facing time constraints or a lack of resources, UpSolve can help. We build enterprise grade AI solutions with focus on increasing ROI. Role Description This is a full-time hybrid role for a Business Analyst located in Mumbai. Please note: This is an onsite role and good communication skills are exp…",400000.0,800000.0,2024-03-07T15:29:34Z,IT Jobs
business analyst,Business Analyst,i-Lanam Technologies,"Ahmedabad, Gujarat","Company Name: i-Lanam Technologies i-Lanam was established in the year 2020 with an insight to provide a competitive approach towards application development to deliver the best quality applications at the cheapest of the prices. Looking at the need to have a company that can understand the ownership of the application output some quality developers came together to establish this company Canada Office 182 Central Ave, 3, London, Ontario N6A 1M7, CA Ahmedabad Location 417 SHIVALIK SHILP Iscon C…",0.0,200000.0,2021-09-22T04:47:03Z,IT Jobs
business analyst,Business Analyst,TIGI HR Solution Pvt. Ltd.,"Bangalore, Karnataka","Role Name: System Analyst/ Business Analyst Experience: 6-10 years in the Banking Domain as a Banker / Digital Product management Salary: up to 25 LPA Location: Bangalore Preferred Skills / Experience • Banking Domain experience – Retail Banking, Payments • Business Analysis and Functional consulting • Writing User Stories • Agile Methodology • Knowledge of JIRA, Confluence • Good Communication skills – written and verbal • Ability to identify detailed activities, plan them along with the PM • …",1000000.0,1500000.0,2025-06-25T05:06:27Z,IT Jobs
business analyst,Business Analyst,Techvaria,India,"Key Responsibilities: Analyze business needs and translate them into functional and non-functional requirements. Collaborate with stakeholders to gather and document business requirements through meetings, interviews, and workshops. Create process models, data flow diagrams, and other documentation to support analysis. Work closely with IT and project teams to ensure solutions meet business objectives. Conduct market research and competitor analysis as needed. Develop and execute test plans to …",400000.0,600000.0,2025-11-21T01:28:23Z,IT Jobs
business analyst,Business Analyst,AGCO,"Pune, Maharashtra","Do you want to help solve the world's most pressing challenges? Feeding the world's growing population and slowing climate change are two of the world's greatest challenges. AGCO is a part of the solution! Join us to make your contribution. We are seeking a motivated and detail-oriented Business Analyst to join our dynamic team at AGCO. The ideal candidate will play a vital role in analyzing business processes, identifying opportunities for improvement, and recommending innovative solutions tha…",,,2025-11-20T11:25:09Z,IT Jobs
business analyst,Business Analyst,AU SMALL FINANCE BANK,"Jaipur, Rajasthan","Role : Business Analyst Experience: 7 Years Key Responsibilities Requirement Gathering: Collect and interpret internal and external requirements to create detailed technical design specifications. Business Process Re-engineering: Drive process improvements to enhance efficiency and effectiveness across business operations. Analysis & Documentation: Prepare and maintain comprehensive documentation, including functional specifications, use cases, process flows, and UI requirements. Essential Skil…",,,2025-12-18T03:57:12Z,IT Jobs
business analyst,Business Analyst,Lloyds Register,India,"Job ID: 41358 Business Analyst Lloyd’s Register Location: India About the Role: LR is a non-for-profit, purpose-driven global organisation operating in over 80 countries. The business is undergoing a significant transformation programme focused on streamlining processes, systems and enhancing customer experience. The Business Analyst (BA) role is pivotal within LR’s transformation programme and critical to the successful delivery and adoption of projects and programmes within Group Programmes. …",,,2025-12-03T22:38:56Z,IT Jobs
business analyst,Business Analyst,Ally Software LLP,"Bangalore, Karnataka","Role : Business Analyst Experience : Fresher / 1-3year Please see the job description below : - Gathering requirements, creating workflows and technical documentation - Operations and coordinating with multiple clients - Collect, clean, analyze and interpret complex data. - Prepare reports for all the stakeholders using relevant tools - Identify areas to increase efficiency and automation of processes - Produce and track key performance indicators - Monitor progress by tracking activities, reso…",,,2021-03-14T04:28:32Z,IT Jobs
business analyst,Business Analyst,Cibirix,"Indore, Madhya Pradesh","Have outstanding written and spoken English and experienced in writing business letters for the organization, technical documentation including manuals. Responsible for a full range of activities which ensure the operational effectiveness and excellence of the business unit. Ability to Review, analyze, and create detailed documentation of business systems and user needs, including workflow and steps required to develop or modify computer programs. Have the ability to Design & develop new proces…",400000.0,700000.0,2021-08-15T21:16:21Z,IT Jobs
business analyst,Business Analyst,KoinBX,"Madurai, Tamil Nadu","Responsibilities: Gathering, documenting, and analysing business and user requirements for crypto exchange. Collaborating with stakeholders to define project scope, goals, and deliverables. Conducting market and competitor analysis to identify opportunities for product improvement or new product development. Creating and maintaining detailed project documentation, including feature specifications, user stories, and process flows. Facilitating communication and collaboration between different te…",300000.0,600000.0,2025-07-03T20:42:15Z,IT Jobs
business analyst,Business Analyst,BMW TechWorks India,"Bangalore, Karnataka",Role Business Analyst (1 Headcount) Visit our website bmwtechworks.in to know more. Follow us on LinkedIn | Instagram | Facebook | X for the exciting updates. About the UNIT/ Unit Overview Location Bangalore Experience 4-7 years Number of openings 1 What awaits you/ Job Profile As an BA in the quality domain you are an expert in understanding and shaping the business needs and transforming them into user stories. You are the master of the backlog and are able to guide all participants through t…,,,2025-12-18T00:33:24Z,IT Jobs
business analyst,Business Analyst,Zeta Global,"Hyderabad, Telangana","Business Analyst The Business Analyst will work closely with Salesforce and Sales Operations team. You will be responsible for providing operational and strategic level analytical support to various Business Units at Zeta Global. The successful applicant will be able to demonstrate excellent judgement, work well under pressure, prioritize effectively, and work collaboratively with stakeholders across the company. Primary Job Duties & Responsibilities • Update Financials Models that bring togeth…",,,2024-07-31T03:13:00Z,IT Jobs
business analyst,Business Analyst,Curriculum Associates,India,"At Curriculum Associates, we believe in the potential of every child and are changing the face of education technology with award-winning learning programs like i-Ready that serve a third of the nation’s K–8 students. For more than 50 years, our commitment to making classrooms better places, serving educators, and supporting accessible learning experiences for all students has driven the continuous improvement of our innovative programs. Our team of more than 2,500 employees is composed of life…",,,2025-11-09T16:17:06Z,IT Jobs
business analyst,Business Analyst,Convergent Technology Solutions,"Chennai, Tamil Nadu",Business Analyst Work Location: Chennai Experience: 4 years Job Role: Strong experience in providing clear concise articulation and documentation of business requirements. Skills in assessment of risks of various solutions and designs and prioritizing competing business demands. Documents requirements define scope (processes) and objectives for the company's business units. Must have prior experience in handling team and customer interaction. Ability to use technical and organizational skills t…,700000.0,1300000.0,2025-04-08T02:26:05Z,IT Jobs
business analyst,Business Analyst,Curriculum Associates,"Bangalore, Karnataka","At Curriculum Associates, we believe in the potential of every child and are changing the face of education technology with award-winning learning programs like i-Ready that serve a third of the nation’s K–8 students. For more than 50 years, our commitment to making classrooms better places, serving educators, and supporting accessible learning experiences for all students has driven the continuous improvement of our innovative programs. Our team of more than 2,500 employees is composed of life…",,,2025-12-17T20:02:20Z,IT Jobs
business analyst,Business Analyst,Qrata,"Bangalore, Karnataka","Responsibilities: What are we looking for: ● 2 years working across the domain as an analyst in a Tech company or in fintech startup ● Expertise working with large data sets and prior working knowledge of Excel, R, QlikView, MySQL, Python etc ● Excellent communication and organization skills. Can work freely with everyone from an associate to senior leadership ● Sound understanding of levers affecting an organisation's topline and bottomline and how they could be linked to the product. ● Abilit…",0.0,1800000.0,2024-01-07T15:08:18Z,IT Jobs
business analyst,Business Analyst-,KiwiTech,"Noida, Ghaziabad",Job Description:  To lead virtual meetings with potential clients to determine technical and business requirements and ensure that all necessary information is collated prior to producing a solution. Should be able to lead requirement discussion calls with potential clients about their web and mobile application development needs.  Responsible for the requirement gathering with potential clients to elicit business and functional requirements.  Apply standard business analysis techniques to d…,700000.0,1200000.0,2023-01-06T06:19:07Z,IT Jobs
business analyst,Business Analyst,Risosu Consulting LLP,"Mumbai, Maharashtra","JD as below Business Analyst – Job Description 1. Requirement gathering, Development, Requirement Analysis and documentation, Requirement communication, Requirement management and Testing. Work closely with the Business teams in gathering requirements, and getting it implemented in the system. 2. Designing and developing functional test cases, impact analysis, system integration testing and regression testing. Conducting UAT and documentation of test cases. 3. Support and assists with end user …",400000.0,700000.0,2025-11-09T02:24:59Z,IT Jobs
business analyst,Business Analyst,Locus.sh,"Bangalore, Karnataka","Job Title : Business Analyst Location : Bangalore; (Full Time, Onsite) About Locus Battle-tested in 350 deployments across 30 countries, Locus is an agentic Transportation Management System for all-mile, all-channel, trusted by enterprises like Unilever, Nestlé, and Siam Makro. The platform unifies orders, capacity, and carrier networks into one living plan, aligning planning, execution, and settlement so promises become proof. AI co-pilots with guardrails surface risk early and recommend the n…",,,2025-12-03T00:54:09Z,IT Jobs
business analyst,Business Analyst,iThink Logistics,"Mumbai, Maharashtra","If you can put one leg into the analogue world and another leg into the digital world to quickly translate business objectives into technical recruitment into software screens If you think the computer screen is the world that you really want to make an impact on it is more significant than life. Then come join us. Think you’ve got it in you? Let’s check the requirements: Excellent verbal and written communication skills (They always say communication is key, don’t they?) Time management (Time …",180000.0,200000.0,2022-11-03T05:49:18Z,IT Jobs
business analyst,Business Analyst,Unnati,India,"Our client offers a wide range of business advisory services such as strategic advisory, financial advisory, transaction support, process consulting, people & organisation consulting etc. to its clients. They serve across sectors like financial services, education, healthcare, real estate etc. and their clients include diversified conglomerates, leading commercial banks, insurance companies, family businesses, investment houses etc. Originated in Kuwait and with over 18 years of experience, our…",1200000.0,1400000.0,2022-03-05T05:06:23Z,Accounting & Finance Jobs
business analyst,Business Analyst,Kapture CX,"Bangalore, Karnataka","- 3 years of Business Analyst experience preferably in Saas, customer experience or customer service domain. - High attention to details and have proven ability to manage multiple, competing priorities simultaneously - Experience with hands-on day-to-day problem solving, implementing quick and effective action plans to meet short term priorities. - Manage a cross-functional process to translate the desired customer experience into a logically sequenced and optimized product roadmap and major pr…",400000.0,800000.0,2023-05-27T15:52:20Z,IT Jobs
business analyst,Business Analyst,Gipfel & Schnell Consultings Pvt Ltd,India,"Hi We have an Excellent Job Opening for ""Business Analyst Role"" with one of the Product Based Organization for Remotly Supporting Mode & for Mumbai Location. Job Description Job Responsibilities: Passion for converting data to insights, building frameworks for decision making, high attention to details and data fidelity Define the business problem and properly structure the solution. Build reports, dashboards and metrics to monitor the performance. Work with cross functional stakeholders like P…",500000.0,3000000.0,2022-09-02T06:59:38Z,IT Jobs
business analyst,Business Analyst,OJCommerce,"Chennai, Tamil Nadu","Job Location – Chennai - Ekaduthangal (Work From Office) Job description Partner with Internal stakeholders across business units (i.e., sales, finance, Catalog, Customer Service) to develop necessary analysis and documentation in a collaborative way, communicating effectively and efficiently with managerial, and executive teams Drive identification of requirements across business units and identify substandard systems processes through evaluation of real-time data. Create and implement precise…",200000.0,1500000.0,2022-12-24T06:11:41Z,IT Jobs
business analyst,Business Analyst,Unnati,"Mohali, Punjab","Discover a virtual world of possibilities where technology meets imagination and experts are designing Innovative, Interactive and Immersive solutions. Our client is a tech venture dealing with cutting-edge technologies like AR, VR, Animation and other SaaS-based solutions. Their team consists of experienced and extremely talented Subject Matter Experts and enthusiasts from the field of Game Development, Designers, Web artists and Animators. Their solutions are uniquely designed and can be impl…",0.0,1000000.0,2022-04-07T05:26:03Z,IT Jobs
business analyst,business analyst,ZH healthcare,"Kochi, Ernakulam",Responsibilities and Duties Responsible for leading/facilitating business requirements gathering and determining Functional impacts Understand the goals and business needs of an organization and recommending potential solutions and analyse the impact of change across the Product Feature Set Lead cross-functional meetings to elicit requirements from subject matter experts to determine potential conflicts/other requirements that may exist in other areas. Document business analysis artefacts using…,,,2024-07-31T03:21:05Z,IT Jobs
business analyst,Business Analyst,MindHind,India,Job Summary: We are searching for an experienced Business Analyst who can gather important company data and compile it into reports shareholders and departmental managers can use. We need someone who can take charge of a project and deliver results that will make the organization more profitable. Our ideal candidate has the ability to work on multiple projects simultaneously and translate business data into digestible information that improves corporate processes. Duties and Responsibilities: D…,700000.0,1400000.0,2024-12-28T12:10:43Z,IT Jobs
business analyst,Business Analyst,CloudBankin,"Chennai, Tamil Nadu","Business Analyst Looking for a passionate business product (future product owner) and team player who wants to learn, contribute and have fun with the team. We are a friendly startup where we provide opportunities to explore and learn a lot of things(new solutioning/technology/tools etc.,) in building quality products using best-in-class technology. ● Understanding of Information Technology and business concepts ● Work with client to define high level requirements and capture their business nee…",800000.0,2000000.0,2024-06-19T09:41:20Z,IT Jobs
business analyst,Business Analyst,Risosu Consulting LLP,"Chembur, Mumbai","ob description Business Analyst – Job Description Exp =2 year 1. Requirement gathering, Development, Requirement Analysis and documentation, Requirement communication, Requirement management and Testing. Work closely with the Business teams in gathering requirements, and getting it implemented in the system. 2. Designing and developing functional test cases, impact analysis, system integration testing and regression testing. Conducting UAT and documentation of test cases. 3. Support and assists…",500000.0,1000000.0,2025-11-08T02:23:16Z,IT Jobs
business analyst,Business Analyst,Brainpan Innovations,"Lucknow, Uttar Pradesh","ABOUT: Brainpan Innovations brings together an interdisciplinary team of computational scientists, computer scientists, designers, engineers, mathematicians, and medical professionals; who are working to address various challenges in the healthcare industry for developing economies. There is a huge gap between Life Sciences and other research disciplines. We aim to bridge this gap with Big Data Analytics, High Performance Computing, Machine Learning and Mathematical Modeling. Moreover, we are a…",,,2025-01-18T17:53:01Z,IT Jobs
business analyst,Business Analyst,Regnology,India,"What you'll do As an (Senior) Business Analyst in Regnology, you will be part of our international Research & Development Team, and you’ll work within our agile development cycle in the RegTech area during on enhancing and re-launching our product called “Regnology Transactions”. Your key accountabilities are: Support the end-to-end migration of legacy databases to a new platform, ensuring data integrity, security, and optimal performance. Define and execute test cases, create test data and tes…",,,2025-12-01T23:06:51Z,IT Jobs
business analyst,Business Analyst,FourKites,India,"Business Analyst - International Visibility FourKites is the 1 supply chain visibility platform, extending visibility beyond transportation into yards, warehouses, stores and more. We help the world's largest companies reduce operating costs, improve on-time performance, and strengthen customer relationships. Trusted by over 1,200 of the world's most recognized brands, FourKites is revolutionizing supply chain management. FourKites is seeking an experienced and highly motivated Business Analyst…",,,2025-10-17T14:53:01Z,IT Jobs
business analyst,Business Analyst,Praveza Consultancy Private Limited,"Pune, Maharashtra","Title- Business Analyst Exp- 5 to 7 years Location- Kharadi, World Trade Center, Pune Position type- Permanent ROLE AND RESPONSIBILITIES  Must be well versed with Data Profiling  Utilize company resources to curate data  Analyze data for market trends and patterns  Generate weekly and monthly reports with market trends past and present  Design new data collection models to better collect information  Coordinate with IT department to implement new models  Perform data profiling to identif…",1500000.0,2000000.0,2023-07-13T11:36:58Z,IT Jobs
business analyst,Business Analyst,Dataweave Pvt Ltd,"Bangalore, Karnataka","Business Analyst Job Description About Us DataWeave is a Data Platform which aggregates publicly available data from disparate sources and makes it available in the right format to enable companies take strategic decisions using trans-firewall Analytics. It's hard to tell what we love more, problems or solutions Every day, we choose to address some of the hardest data problems that there are. We are in the business of making sense of messy public data on the web. At serious scale Read more on B…",,,2020-04-01T19:50:19Z,IT Jobs
business analyst,Business Analyst,STREETMARK Info Solutions,"Hyderabad, Telangana","Greetings We have a job opportunity for ""Business Analyst"" with one of our esteemed product development organization ""Vitech Systems Asia"" Job Description for Associate – Mid Solution Analyst:- ​ Experience: 4 to 7 years Job Responsibilities: Responsible for the analysis of the business needs and documenting the business rules across one or more client accounts. · Meeting with the client for conducting initial foundational analysis and production of requirements documents, functional specificat…",600000.0,1500000.0,2021-07-15T23:28:14Z,IT Jobs
business analyst,Business Analyst,InvokHR,"Pune, Maharashtra","Job Description- Business Analyst: • Gain in-depth knowledge of current Operations processes, inefficiencies, issues, and risks. • Pro-actively engage, manage and build strong relationships with both Operations business and technology) stakeholders. • Knowledge of Agile. • Ability to drive multiple agendas and effectively manage priorities • Strong communication and presentation skills, with senior stakeholders, with an excellent standard of English (written and spoken) • Work with the business…",400000.0,700000.0,2022-01-06T04:26:38Z,IT Jobs
business analyst,Business Analyst,Whitecrow,"Hyderabad, Telangana","About our client: With over five decades of experience, our client is recognized as a leading post-trade market infrastructure provider for the global financial services industry. Operating from multiple locations worldwide, our client, through its subsidiaries, automates, centralizes, and standardizes the processing of financial transactions—helping to mitigate risk, enhance transparency, improve performance, and drive efficiency for broker/dealers, custodian banks, and asset managers. Its dep…",,,2025-10-08T07:07:39Z,IT Jobs
business analyst,Business Analyst,Promilo,"Bangalore, Karnataka",Designation: business analyst Company name - promilo.com (sawara solutions pvt ltd) Experience – 2 - 8 yrs. Location: Bangalore Mode – full time / work from office About us: Promilo is India’s 1st innovative platform which “pay to browse” It is a b2b SaaS start-up that enables to accelerate the business appointment funnel of the Companies. We’re an SaaS based advertising platform that connects both users & advertisers. Users will be able to book an online appointment based on their interests wi…,150000.0,300000.0,2023-06-17T16:36:28Z,IT Jobs
business analyst,Business Analyst,Priceline,"Mumbai, Maharashtra","This role is eligible for our five day flex office work model. Business Analyst From accounting and financial planning to risk/fraud analysis and payments, our Finance team ensures not only our company’s financial security, but also that our customers can buy from us with confidence. Why this job’s a big deal: As a business analyst, you will derive insights from numerous data sources, and should have ability to create visualization of data and presentation through dashboards. Collecting, analyz…",,,2025-08-13T17:19:16Z,Accounting & Finance Jobs
business analyst,Business Analyst,WeblineIndia,"Ahmedabad, Gujarat","About us We are an Offshore Software Development Company in the business since 1999. We specialize in providing Software Development Solutions, Next-Gen Technology Services, Web Development, Mobile App Development, UI/UX Design and QA & Testing Services to Innovators, Startups, Small, Medium and Large Enterprises. We are one of the pioneers in the Software Outsourcing Services and have carved a niche space with our 'Going Beyond' approach. Our 150 skilled developers available for hire with exte…",1200000.0,1500000.0,2025-04-05T01:37:26Z,IT Jobs
business analyst,Business Analyst,Valtech,"Bangalore, Karnataka","Why Valtech? We’re the experience innovation company - a trusted partner to the world’s most recognized brands. To our people we offer growth opportunities, a values-driven culture, international careers and the chance to shape the future of experience. The Opportunity At Valtech, you’ll find an environment designed for continuous learning, meaningful impact, and professional growth. Whether you're pioneering new digital solutions, challenging conventional thinking or building the next generati…",,,2025-12-08T23:58:06Z,IT Jobs
business analyst,Business Analyst,Novo Nordisk,"Bangalore, Karnataka","Business Analyst Department : Global Operational Planning (GOP) Supply Chain Novo Nordisk GBS, Bangalore Are you passionate about Supply Chain Management? Do you have the skills and experience to optimize planning processes and drive performance improvement? If yes, then you might be the Supply Chain Planner we are looking for! Join our dynamic and collaborative team in Bengaluru, India, and make a difference in ensuring a balanced global supply plan. Read more and apply today! About the depart…",,,2025-12-22T15:12:27Z,IT Jobs
business analyst,Business Analyst,C1,India,"C1: 1 Contact, 1 Connection, 1 Choice C1 is the foremost, single-source provider of advanced communications and data technology for business. That means if it's digital, we connect our customers to it  from phone systems and hardware to computer networks, application development, managed solutions and more. And we're 100% passionate with designing, implementing, managing and supporting our customers' every need from end to end, so that they can focus on what they do best. So, when it comes to j…",,,2025-04-18T01:03:53Z,IT Jobs
business analyst,Business Analyst,Liberty Mutual,"Kurla, Mumbai","This position uses business and technical knowledge to participate in the re-engineering of business operations to improve business results. The Business Analyst evaluates business requirements or system requirements, analyzes and documents business problems of moderate complexity, performs user acceptance testing to approve new system behaviors, and coordinates upgrades and rollouts of moderate scope.  Liaise with the management to collect, analyze and document business and functional require…",,,2025-03-12T00:12:06Z,IT Jobs
business analyst,Business Analyst,Duplex Technologies Services,"Lucknow, Uttar Pradesh","This role will involve reviewing business requirements, doing an assessment of customer needs and coordinating between sales and delivery teams. Job Description : • Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions. • Leading ongoing reviews of business processes and developing optimization strategies. • Staying up-to-date on the latest process and IT advancements to automate and modernize systems. • Conducting …",0.0,300000.0,2021-03-18T04:43:42Z,IT Jobs
business analyst,Business Analyst,Hunarstreet Technologies Pvt Ltd,"Ahmedabad, Gujarat","Designation - Business Analyst Experience – Min 4 Yrs. Location – Ahmedabad Roles and Responsibilities: 1. Working closely with the sales team on proposals and pitches for business. 2. Attending meetings with business development managers and acting as a technical expert. 3. Manage the entire proposal life-cycle which will include scope finalization, solution review, commercials, and proposal submission. 4. Working closely and collaboratively with clients to devise effective solutions. 5. Ensur…",500000.0,800000.0,2025-05-21T04:55:23Z,IT Jobs
business analyst,Business Analyst,GCOO,"Bangalore, Karnataka","- 3-7 years of good Business analyst experience in Payments domain with good understanding on payment products like CASA , Accounting, Payment messages and formats etc - Deliver and ensure the business requirements are captured well and documented well in form of BRD or FSD and are updated in JIRA. - Should be able to engage with product owner and user community to analyse the requirement , slice it , agree on the acceptance criteria with the PO and users - Provide good requirement elicitation …",,,2024-09-23T18:06:44Z,IT Jobs
business analyst,Business Analyst,The Talent Keepers,"Delhi, India","Interpret data, analyze results using statistical techniques and provide ongoing reports  Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality  Acquire data from primary or secondary data sources and maintain databases/data systems  Identify, analyze, and interpret trends or patterns in complex data sets  Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to lo…",1200000.0,1500000.0,2022-09-23T06:58:19Z,IT Jobs
business analyst,Business Analyst,Accion Labs,"Bangalore, Karnataka","BA JD: Duties and Responsibilities: Understanding of business analysis and requirement elicitation techniques (JAD session, Workshops, etc) Experience of working on Projects, as well as production support experience Develop an in-depth understanding of customer requirements to create business requirements Work closely with product owners and end customers to convert business requirements into agile epics and stories Manage and keep product backlog up-to-date and ensure stories are elaborated be…",0.0,1800000.0,2021-11-28T01:55:32Z,IT Jobs
business analyst,Business Analyst,Appitsimple Infotek Pvt. Ltd.,"Ahmedabad, Gujarat","About Appitsimple Infotek Established in 2014, we, Appitsimple Infotek, are an Ahmedabad-based IT firm with an impressive portfolio of IT solutions, including CallHippo a virtual phone system, and SoftwareSuggest a software recommendation platform. We boast a dedicated workforce of 160 employees from diverse backgrounds and domains, consistently striving to develop IT solutions that significantly benefit businesses. Moreover, our commitment lies in fostering an employee-friendly and rewarding w…",,,2025-04-30T20:32:05Z,IT Jobs
business analyst,Business Analyst,Lagozon Technology,"Mumbai, Maharashtra","Role Overview: We are looking for a Business Analyst (BA) with a strong background/ understanding of the Automobile industry to join our team for one of our Client. The ideal candidate will have expertise in understanding, analysing, and enhancing business processes, specifically related to Automobile dealership management systems. The role involves collaborating closely with business teams, platform teams, and developers to ensure that the dashboards, KPIs, and overall business logic align wit…",,,2025-11-10T16:26:15Z,IT Jobs
business analyst,Business Analyst,Greenway Health,"Richmond Town, Bangalore","We are seeking a skilled AWS QuickSight Dashboard Expert and Business Analyst with experience in Amazon Q AI to drive intelligent analytics and insights for Revenue Cycle Management. Under direct supervision, the BA works with various business units to ensure deliverables meet business needs. This role combines technical dashboard expertise with a deep understanding of healthcare financial workflows, enabling smart, AI-driven decision-making and automation across billing, claims, payments, and …",,,2025-12-11T05:43:45Z,IT Jobs
business analyst,Business Analyst,Greenway Health,India,"We are seeking a skilled AWS QuickSight Dashboard Expert and Business Analyst with experience in Amazon Q AI to drive intelligent analytics and insights for Revenue Cycle Management. Under direct supervision, the BA works with various business units to ensure deliverables meet business needs. This role combines technical dashboard expertise with a deep understanding of healthcare financial workflows, enabling smart, AI-driven decision-making and automation across billing, claims, payments, and …",,,2025-12-13T00:24:47Z,IT Jobs
business analyst,Business Analyst,NTT,"Bangalore, Karnataka","Make an impact with NTT DATA Join a company that is pushing the boundaries of what is possible. We are renowned for our technical excellence and leading innovations, and for making a difference to our clients and society. Our workplace embraces diversity and inclusion – it’s a place where you can grow, belong and thrive. Your day at NTT DATA The Business Analyst is a seasoned subject matter expert, responsible for working with internal and external clients to determine requirements and to defin…",,,2025-12-05T22:46:30Z,IT Jobs
business analyst,Business Analyst,"NTT America, Inc.","Bangalore, Karnataka","Make an impact with NTT DATA Join a company that is pushing the boundaries of what is possible. We are renowned for our technical excellence and leading innovations, and for making a difference to our clients and society. Our workplace embraces diversity and inclusion - it's a place where you can grow, belong and thrive. Your day at NTT DATA The Business Analyst is a seasoned subject matter expert, responsible for working with internal and external clients to determine requirements and to defin…",,,2025-10-02T10:57:40Z,IT Jobs
business analyst,Business Analyst,Barclays,India,Job Description Purpose of the role To collaborate with product owners and other technical teams involved in the product development process and utilise their knowledge of the bank’s technologies to enact the vision defined in the product roadmap. Accountabilities Provision of subject matter expertise to support the collaboration between the product owner and the technical side of product development. Support the development and implementation of the product strategy and vision defined in the p…,,,2025-11-06T15:56:22Z,IT Jobs
business analyst,Business Analyst,WyngCommerce,"Bangalore, Karnataka","WyngCommerce is building a Global Enterprise AI Platform for top tier brands and retailers to drive profitability for our clients. Our vision is to develop a self-learning retail backend that enables our clients to become more agile and responsive to demand and supply volatilities. We are looking for a Business Analyst to join our team. As a BA, you will take end-to-end ownership of on-boarding new clients, running proof-of-concepts and pilots with them on different AI product applications, and…",600000.0,800000.0,2019-06-05T21:11:59Z,IT Jobs
business analyst,Business Analyst,SS Supply Chain Solutions Pvt Ltd,"Pune, Maharashtra","Role and Responsibilities: Define, develop and communicate key metrics and business trends to partner and management teams • Model and present data to create reporting and dashboards for business process management and data mining • Coordinate with business units and key process owners to identify, develop and drive key analytics and reporting projects relevant to the business • Execute quantitative analysis that translate data into actionable insights • Analyze business requirements for report…",600000.0,1200000.0,2022-07-22T06:48:34Z,IT Jobs
business analyst,Business Analyst,Recruit Square,India,"About IntraIntel.ai At IntraIntel.ai, we are building a next-generation, AI-powered multi-tenant platform serving diverse industries including pharmaceutical, clinical research, manufacturing, textiles, and healthcare. Our mission is to empower businesses with intelligent insights, automation, and predictive decision-making capabilities that streamline operations and improve efficiency. We are looking for a Senior Business Analyst who will act as the bridge between our customers and product dev…",800000.0,1500000.0,2025-10-10T06:49:10Z,IT Jobs
business analyst,Business Analyst,Maersk,India,"The Business Analyst – Warehouse Operations will play a key role in analyzing and optimizing data related to warehouse performance, fulfillment, and logistics activities. This role is site-based and requires close collaboration with on-ground teams to ensure efficient operations across Maersk’s warehouse network, including CFS, CY, inland depots, and bonded warehouses. Key Responsibilities: Collect, analyze, and interpret operational data from warehouse systems to identify trends, inefficiencie…",,,2025-11-16T22:29:12Z,Logistics & Warehouse Jobs
business analyst,Business Analyst,TeachEdison,"Coimbatore, Tamil Nadu","Company Overview TeachEdison is an Education Technology company specializing in high-performance software solutions designed specifically for educators. Currently, we are developing EdisonOS, an innovative Operating System tailored for Knowledge Commerce. With our team comprising 11-50 dedicated employees, TeachEdison is strategically headquartered in Bangalore, positioning us as a leader in the Software Development industry. For more information, visit our website at www.teachedison.com . Job …",450000.0,650000.0,2025-11-22T22:48:34Z,IT Jobs
